,Folio,Ini_Date,End_Date,Op_Type,Comment,Comment Val,Units,Spot,TP,SL,Close_P,Close_Reason,Status,Margin
1073,Folio,2017-06-06 10:40,2017-06-06 11:25:00+00:00,Sell,BBH,0,1000,18.4123,18.3983,18.4193,18.42378,SL,Closed,-0.011480000000002377
1072,Folio,2017-06-06 10:45,2017-06-06 11:25:00+00:00,Sell,STO,87,1000,18.41318,18.40018,18.41968,18.42378,SL,Closed,-0.010600000000000165
1071,Folio,2017-06-06 10:50,2017-06-06 11:25:00+00:00,Sell,BBH,0,1000,18.41411,18.40111,18.42061,18.42378,SL,Closed,-0.009669999999999845
1070,Folio,2017-06-06 10:55,2017-06-06 11:10:00+00:00,Sell,BBH,0,1000,18.41662,18.40462,18.422620000000002,18.40309,TP,Closed,0.013530000000002929
1069,Folio,2017-06-06 11:00,2017-06-06 11:25:00+00:00,Sell,BBH,0,1000,18.41344,18.40044,18.41994,18.42378,SL,Closed,-0.01033999999999935
1068,Folio,2017-06-06 11:05,2017-06-06 11:10:00+00:00,Sell,STO,91,1000,18.41818,18.40618,18.42418,18.40309,TP,Closed,0.015090000000000714
1067,Folio,2017-06-06 11:25,2017-06-06 11:30:00+00:00,Sell,STO,88,1000,18.42378,18.41178,18.42978,18.4099,TP,Closed,0.013880000000000337
1066,Folio,2017-06-06 11:35,2017-06-06 11:50:00+00:00,Sell,STO,89,1000,18.42287,18.40887,18.42987,18.3903,TP,Closed,0.032569999999999766
1065,Folio,2017-06-06 12:50,2017-06-06 12:55:00+00:00,Buy,BBL,0,1000,18.32452,18.33752,18.31802,18.29382,SL,Closed,-0.030699999999999505
1064,Folio,2017-06-06 12:55,2017-06-06 13:05:00+00:00,Buy,STO,13,1000,18.29382,18.306820000000002,18.28732,18.3151,TP,Closed,0.021280000000000854
1063,Folio,2017-06-06 13:00,2017-06-06 13:15:00+00:00,Buy,BBL,0,1000,18.30396,18.31696,18.29746,18.28138,SL,Closed,-0.022580000000001377
1062,Folio,2017-06-06 13:05,2017-06-06 13:15:00+00:00,Buy,BBL,0,1000,18.3151,18.328100000000003,18.308600000000002,18.28138,SL,Closed,-0.033720000000002415
1061,Folio,2017-06-06 13:10,2017-06-06 13:15:00+00:00,Buy,BBL,0,1000,18.31007,18.32307,18.30357,18.28138,SL,Closed,-0.028690000000000992
1060,Folio,2017-06-06 13:15,2017-06-06 13:20:00+00:00,Buy,STO,10,1000,18.28138,18.29438,18.27488,18.25812,SL,Closed,-0.02325999999999695
1059,Folio,2017-06-06 13:20,2017-06-06 13:25:00+00:00,Buy,STO,15,1000,18.25812,18.271120000000003,18.251620000000003,18.25042,SL,Closed,-0.007700000000003371
1058,Folio,2017-06-06 13:25,2017-06-06 13:30:00+00:00,Buy,STO,11,1000,18.25042,18.264419999999998,18.243419999999997,18.2747,TP,Closed,0.024280000000000967
1057,Folio,2017-06-06 13:30,2017-06-06 13:50:00+00:00,Buy,BBL,0,1000,18.2747,18.2887,18.267699999999998,18.26248,SL,Closed,-0.012219999999999231
1056,Folio,2017-06-06 13:35,2017-06-06 13:50:00+00:00,Buy,BBL,0,1000,18.27477,18.28877,18.26777,18.26248,SL,Closed,-0.012290000000000134
1055,Folio,2017-06-06 13:40,2017-06-06 13:45:00+00:00,Buy,BBL,0,1000,18.27842,18.291420000000002,18.27192,18.27162,SL,Closed,-0.006800000000001916
1054,Folio,2017-06-06 13:45,2017-06-06 13:50:00+00:00,Buy,BBL,0,1000,18.27162,18.28462,18.26512,18.26248,SL,Closed,-0.009139999999998594
1053,Folio,2017-06-06 13:50,2017-06-06 13:55:00+00:00,Buy,STO,10,1000,18.26248,18.27548,18.25598,18.250020000000006,SL,Closed,-0.012459999999993698
1052,Folio,2017-06-06 13:55,2017-06-06 14:15:00+00:00,Buy,STO,14,1000,18.250020000000006,18.264020000000006,18.243020000000005,18.26814,TP,Closed,0.018119999999992586
1051,Folio,2017-06-06 14:00,2017-06-06 14:15:00+00:00,Buy,STO,15,1000,18.25432,18.26732,18.24782,18.26814,TP,Closed,0.013819999999999055
1050,Folio,2017-06-06 14:05,2017-06-06 14:10:00+00:00,Buy,STO,15,1000,18.24899,18.26299,18.241989999999998,18.26301,TP,Closed,0.014020000000002142
1049,Folio,2017-06-06 14:10,2017-06-06 14:55:00+00:00,Buy,STO,15,1000,18.26301,18.276010000000003,18.256510000000002,18.25388,SL,Closed,-0.009130000000002525
1048,Folio,2017-06-06 14:15,2017-06-06 14:30:00+00:00,Buy,BBL,0,1000,18.26814,18.28214,18.261139999999997,18.25759,SL,Closed,-0.010549999999998505
1047,Folio,2017-06-06 14:20,2017-06-06 14:25:00+00:00,Buy,BBL,0,1000,18.27122,18.28522,18.264219999999998,18.263820000000006,SL,Closed,-0.007399999999993412
1046,Folio,2017-06-06 14:25,2017-06-06 14:55:00+00:00,Buy,STO,11,1000,18.263820000000006,18.277820000000006,18.256820000000005,18.25388,SL,Closed,-0.009940000000007387
1045,Folio,2017-06-06 14:30,2017-06-06 15:15:00+00:00,Buy,STO,13,1000,18.25759,18.270590000000002,18.25109,18.27967,TP,Closed,0.02207999999999899
1044,Folio,2017-06-06 14:35,2017-06-06 15:15:00+00:00,Buy,BBL,0,1000,18.25924,18.27124,18.253239999999998,18.27967,TP,Closed,0.02043000000000106
1043,Folio,2017-06-06 14:40,2017-06-06 14:50:00+00:00,Buy,BBL,0,1000,18.26614,18.27814,18.26014,18.25804,SL,Closed,-0.008099999999998886
1042,Folio,2017-06-06 14:45,2017-06-06 15:15:00+00:00,Buy,BBL,0,1000,18.26018,18.27318,18.25368,18.27967,TP,Closed,0.019490000000001118
1041,Folio,2017-06-06 14:50,2017-06-06 15:15:00+00:00,Buy,STO,12,1000,18.25804,18.27204,18.25104,18.27967,TP,Closed,0.02162999999999826
1040,Folio,2017-06-06 14:55,2017-06-06 15:10:00+00:00,Buy,STO,11,1000,18.25388,18.26688,18.24738,18.26734,TP,Closed,0.013460000000002026
1039,Folio,2017-06-06 15:00,2017-06-06 15:15:00+00:00,Buy,STO,13,1000,18.25957,18.27257,18.25307,18.27967,TP,Closed,0.02009999999999934
1038,Folio,2017-06-06 15:05,2017-06-06 15:15:00+00:00,Buy,BBL,0,1000,18.26388,18.27588,18.25788,18.27967,TP,Closed,0.015789999999999083
1037,Folio,2017-06-06 15:10,2017-06-06 15:35:00+00:00,Buy,STO,14,1000,18.26734,18.280340000000002,18.26084,18.28145,TP,Closed,0.014109999999998735
1036,Folio,2017-06-06 15:40,2017-06-06 15:50:00+00:00,Buy,STO,15,1000,18.27048,18.28348,18.26398,18.28401,TP,Closed,0.013529999999999376
1035,Folio,2017-06-06 16:30,2017-06-06 16:55:00+00:00,Buy,STO,8,1000,18.25376,18.26676,18.24726,18.24124,SL,Closed,-0.012519999999998532
1034,Folio,2017-06-06 16:35,2017-06-06 16:45:00+00:00,Buy,STO,12,1000,18.25924,18.273239999999998,18.252239999999997,18.25104,SL,Closed,-0.008199999999998653
1033,Folio,2017-06-06 16:45,2017-06-06 16:55:00+00:00,Buy,STO,7,1000,18.25104,18.26404,18.24454,18.24124,SL,Closed,-0.009799999999998477
1032,Folio,2017-06-06 16:50,2017-06-06 16:55:00+00:00,Buy,STO,14,1000,18.24893,18.261930000000003,18.242430000000002,18.24124,SL,Closed,-0.007690000000000197
1031,Folio,2017-06-06 16:55,2017-06-06 17:30:00+00:00,Buy,STO,14,1000,18.24124,18.25324,18.23524,18.25662,TP,Closed,0.015380000000000393
1030,Folio,2017-06-06 17:00,2017-06-06 17:30:00+00:00,Buy,STO,14,1000,18.24038,18.25338,18.23388,18.25662,TP,Closed,0.016240000000003363
1029,Folio,2017-06-06 17:05,2017-06-06 17:30:00+00:00,Buy,STO,13,1000,18.23958,18.252580000000002,18.23308,18.25662,TP,Closed,0.0170400000000015
1028,Folio,2017-06-06 17:10,2017-06-06 17:30:00+00:00,Buy,STO,6,1000,18.24102,18.25302,18.23502,18.25662,TP,Closed,0.015600000000002723
1027,Folio,2017-06-06 17:15,2017-06-06 17:40:00+00:00,Buy,STO,14,1000,18.24398,18.256980000000002,18.23748,18.26541,TP,Closed,0.021429999999998728
1026,Folio,2017-06-06 17:25,2017-06-06 17:40:00+00:00,Buy,STO,10,1000,18.246920000000006,18.260920000000006,18.239920000000005,18.26541,TP,Closed,0.01848999999999279
1025,Folio,2017-06-06 18:25,2017-06-06 18:30:00+00:00,Buy,STO,13,1000,18.25154,18.26354,18.24554,18.27576,TP,Closed,0.024219999999999686
1024,Folio,2017-06-06 19:35,2017-06-06 20:25:00+00:00,Buy,STO,15,1000,18.26334,18.27734,18.256339999999998,18.22314,SL,Closed,-0.04019999999999868
1023,Folio,2017-06-06 19:50,2017-06-06 20:25:00+00:00,Buy,STO,14,1000,18.2581,18.2721,18.251099999999997,18.22314,SL,Closed,-0.034959999999998104
1022,Folio,2017-06-06 20:10,2017-06-06 20:25:00+00:00,Buy,STO,14,1000,18.26137,18.27437,18.25487,18.22314,SL,Closed,-0.038229999999998654
1021,Folio,2017-06-06 20:15,2017-06-06 20:25:00+00:00,Buy,STO,14,1000,18.25782,18.271819999999998,18.250819999999997,18.22314,SL,Closed,-0.034679999999998046
1020,Folio,2017-06-06 20:25,2017-06-06 20:30:00+00:00,Buy,STO,8,1000,18.22314,18.23514,18.21714,18.25478,TP,Closed,0.031639999999999446
1019,Folio,2017-06-06 20:40,2017-06-06 20:45:00+00:00,Buy,STO,13,1000,18.23578,18.24778,18.229779999999998,18.22706,SL,Closed,-0.00871999999999673
1018,Folio,2017-06-06 20:45,2017-06-06 20:50:00+00:00,Buy,STO,10,1000,18.22706,18.240060000000003,18.220560000000003,18.20995,SL,Closed,-0.0171100000000024
1017,Folio,2017-06-06 20:50,2017-06-06 20:55:00+00:00,Buy,STO,9,1000,18.20995,18.22195,18.20395,18.23846,TP,Closed,0.0285100000000007
1016,Folio,2017-06-06 21:05,2017-06-06 21:10:00+00:00,Buy,STO,13,1000,18.22423,18.23623,18.21823,18.20764,SL,Closed,-0.016589999999997218
1015,Folio,2017-06-06 21:10,2017-06-06 21:20:00+00:00,Buy,STO,12,1000,18.20764,18.220640000000003,18.201140000000002,18.22503,TP,Closed,0.017389999999998906
1014,Folio,2017-06-06 21:15,2017-06-06 22:00:00+00:00,Buy,STO,9,1000,18.21835,18.231350000000003,18.211850000000002,18.23742,TP,Closed,0.019069999999999254
1013,Folio,2017-06-06 21:20,2017-06-06 23:15:00+00:00,Buy,STO,11,1000,18.22503,18.238030000000002,18.21853,18.23874,TP,Closed,0.013709999999999667
1012,Folio,2017-06-06 21:25,2017-06-06 22:00:00+00:00,Buy,STO,12,1000,18.22452,18.23652,18.218519999999998,18.23742,TP,Closed,0.01290000000000191
1011,Folio,2017-06-06 21:30,2017-06-06 22:00:00+00:00,Buy,STO,15,1000,18.22516,18.23716,18.21916,18.23742,TP,Closed,0.01226000000000127
1010,Folio,2017-06-06 21:35,2017-06-06 23:15:00+00:00,Buy,STO,12,1000,18.22456,18.237560000000002,18.21806,18.23874,TP,Closed,0.014179999999999637
1009,Folio,2017-06-06 21:45,2017-06-06 23:15:00+00:00,Buy,STO,9,1000,18.22448,18.23748,18.21798,18.23874,TP,Closed,0.014260000000000161
1008,Folio,2017-06-06 21:50,2017-06-06 23:15:00+00:00,Buy,STO,11,1000,18.22452,18.238519999999998,18.217519999999997,18.23874,TP,Closed,0.014220000000001676
1007,Folio,2017-06-06 22:15,2017-06-06 23:25:00+00:00,Buy,STO,14,1000,18.2293,18.2423,18.2228,18.25133,TP,Closed,0.022030000000000882
1006,Folio,2017-06-06 22:25,2017-06-06 23:25:00+00:00,Buy,STO,14,1000,18.2288,18.2418,18.2223,18.25133,TP,Closed,0.022529999999999717
1005,Folio,2017-06-06 22:35,2017-06-06 22:55:00+00:00,Buy,STO,12,1000,18.22298,18.23598,18.21648,18.237000000000002,TP,Closed,0.014020000000002142
1004,Folio,2017-06-06 22:40,2017-06-06 22:55:00+00:00,Buy,STO,11,1000,18.22362,18.236620000000002,18.21712,18.237000000000002,TP,Closed,0.013380000000001502
1003,Folio,2017-06-06 23:00,2017-06-06 23:25:00+00:00,Buy,STO,15,1000,18.23696,18.24996,18.23046,18.25133,TP,Closed,0.01436999999999955
1002,Folio,2017-06-06 23:10,2017-06-06 23:25:00+00:00,Buy,STO,13,1000,18.23244,18.245440000000002,18.22594,18.25133,TP,Closed,0.018889999999998963
1001,Folio,2017-06-06 23:15,2017-06-06 23:40:00+00:00,Buy,STO,15,1000,18.23874,18.25174,18.23224,18.25726,TP,Closed,0.01851999999999876
1000,Folio,2017-06-07 06:25,2017-06-07 06:35:00+00:00,Sell,BBH,0,1000,18.28697,18.27497,18.29297,18.27424,TP,Closed,0.01273000000000124
999,Folio,2017-06-07 07:15,2017-06-07 07:20:00+00:00,Sell,BBH,0,1000,18.28258,18.269579999999998,18.28908,18.29248,SL,Closed,-0.009900000000001796
998,Folio,2017-06-07 07:20,2017-06-07 07:55:00+00:00,Sell,STO,91,1000,18.29248,18.28048,18.29848,18.27932,TP,Closed,0.013160000000002725
997,Folio,2017-06-07 07:25,2017-06-07 08:25:00+00:00,Sell,BBH,0,1000,18.28574,18.27374,18.29174,18.27099,TP,Closed,0.014749999999999375
996,Folio,2017-06-07 07:30,2017-06-07 08:25:00+00:00,Sell,BBH,0,1000,18.28756,18.274559999999997,18.294059999999998,18.27099,TP,Closed,0.016569999999997975
995,Folio,2017-06-07 07:35,2017-06-07 08:25:00+00:00,Sell,STO,90,1000,18.28779,18.27479,18.29429,18.27099,TP,Closed,0.016799999999999926
994,Folio,2017-06-07 07:45,2017-06-07 08:25:00+00:00,Sell,STO,86,1000,18.28784,18.27584,18.29384,18.27099,TP,Closed,0.016849999999998033
993,Folio,2017-06-07 07:50,2017-06-07 08:25:00+00:00,Sell,BBH,0,1000,18.28508,18.27208,18.29158,18.27099,TP,Closed,0.014089999999999492
992,Folio,2017-06-07 12:05,2017-06-07 12:15:00+00:00,Buy,BBL,0,1000,18.22678,18.24078,18.21978,18.20287,SL,Closed,-0.023910000000000764
991,Folio,2017-06-07 12:10,2017-06-07 12:15:00+00:00,Buy,BBL,0,1000,18.22231,18.235310000000002,18.21581,18.20287,SL,Closed,-0.019439999999999458
990,Folio,2017-06-07 12:15,2017-06-07 12:30:00+00:00,Buy,STO,12,1000,18.20287,18.21487,18.19687,18.21639,TP,Closed,0.013519999999999754
989,Folio,2017-06-07 12:20,2017-06-07 12:50:00+00:00,Buy,STO,13,1000,18.21432,18.227320000000002,18.20782,18.23526,TP,Closed,0.020939999999999515
988,Folio,2017-06-07 12:25,2017-06-07 12:50:00+00:00,Buy,STO,15,1000,18.20884,18.22184,18.20234,18.23526,TP,Closed,0.026420000000001664
987,Folio,2017-06-07 12:30,2017-06-07 12:50:00+00:00,Buy,BBL,0,1000,18.21639,18.229390000000002,18.20989,18.23526,TP,Closed,0.01886999999999972
986,Folio,2017-06-07 12:35,2017-06-07 12:50:00+00:00,Buy,BBL,0,1000,18.21292,18.225920000000002,18.20642,18.23526,TP,Closed,0.022339999999999804
985,Folio,2017-06-07 12:40,2017-06-07 12:50:00+00:00,Buy,BBL,0,1000,18.2162,18.2302,18.2092,18.23526,TP,Closed,0.019059999999999633
984,Folio,2017-06-07 12:45,2017-06-07 12:50:00+00:00,Buy,BBL,0,1000,18.21992,18.23292,18.21342,18.23526,TP,Closed,0.015340000000001908
983,Folio,2017-06-07 13:45,2017-06-07 13:50:00+00:00,Buy,BBL,0,1000,18.21894,18.23294,18.21194,18.189,SL,Closed,-0.029939999999999856
982,Folio,2017-06-07 13:50,2017-06-07 13:55:00+00:00,Buy,STO,9,1000,18.189,18.201,18.183,18.20114,TP,Closed,0.012139999999998707
981,Folio,2017-06-07 13:55,2017-06-07 14:05:00+00:00,Buy,BBL,0,1000,18.20114,18.21414,18.19464,18.18342,SL,Closed,-0.01771999999999707
980,Folio,2017-06-07 14:00,2017-06-07 14:05:00+00:00,Buy,BBL,0,1000,18.1961,18.209100000000003,18.189600000000002,18.18342,SL,Closed,-0.01267999999999958
979,Folio,2017-06-07 14:05,2017-06-07 14:15:00+00:00,Buy,STO,14,1000,18.18342,18.196420000000003,18.176920000000003,18.17413,SL,Closed,-0.00929000000000002
978,Folio,2017-06-07 14:10,2017-06-07 14:15:00+00:00,Buy,STO,11,1000,18.18131,18.19431,18.17481,18.17413,SL,Closed,-0.007179999999998188
977,Folio,2017-06-07 14:15,2017-06-07 14:30:00+00:00,Buy,STO,6,1000,18.17413,18.186130000000002,18.16813,18.20182,TP,Closed,0.02768999999999977
976,Folio,2017-06-07 14:20,2017-06-07 14:30:00+00:00,Buy,STO,11,1000,18.172,18.185000000000002,18.1655,18.20182,TP,Closed,0.029820000000000846
975,Folio,2017-06-07 14:25,2017-06-07 14:30:00+00:00,Buy,STO,14,1000,18.176,18.189,18.1695,18.20182,TP,Closed,0.025820000000003063
974,Folio,2017-06-07 14:30,2017-06-07 14:45:00+00:00,Buy,BBL,0,1000,18.20182,18.214820000000003,18.195320000000002,18.22768,TP,Closed,0.025859999999997996
973,Folio,2017-06-07 15:05,2017-06-07 15:25:00+00:00,Buy,BBL,0,1000,18.19102,18.204020000000003,18.184520000000003,18.21312,TP,Closed,0.022099999999998232
972,Folio,2017-06-07 15:15,2017-06-07 15:25:00+00:00,Buy,BBL,0,1000,18.19392,18.207919999999998,18.186919999999997,18.21312,TP,Closed,0.019200000000001438
971,Folio,2017-06-07 15:20,2017-06-07 15:25:00+00:00,Buy,BBL,0,1000,18.19119,18.205189999999998,18.184189999999997,18.21312,TP,Closed,0.021930000000001115
970,Folio,2017-06-07 16:30,2017-06-07 16:35:00+00:00,Sell,STO,87,1000,18.27913,18.266129999999997,18.285629999999998,18.28816,SL,Closed,-0.009030000000002758
969,Folio,2017-06-07 16:35,2017-06-07 16:55:00+00:00,Sell,STO,90,1000,18.28816,18.27616,18.29416,18.27483,TP,Closed,0.013329999999999842
968,Folio,2017-06-07 16:45,2017-06-07 17:05:00+00:00,Sell,STO,90,1000,18.2871,18.274099999999997,18.293599999999998,18.27332,TP,Closed,0.01378000000000057
967,Folio,2017-06-07 16:50,2017-06-07 17:05:00+00:00,Sell,STO,87,1000,18.28768,18.27468,18.29418,18.27332,TP,Closed,0.014360000000003481
966,Folio,2017-06-08 05:30,2017-06-08 06:35:00+00:00,Buy,BBL,0,1000,18.22076,18.23376,18.21426,18.24224,TP,Closed,0.021480000000000388
965,Folio,2017-06-08 09:40,2017-06-08 10:55:00+00:00,Buy,STO,14,1000,18.215,18.229,18.208,18.20641,SL,Closed,-0.0085899999999981
964,Folio,2017-06-08 09:45,2017-06-08 11:45:00+00:00,Buy,STO,10,1000,18.21216,18.225160000000002,18.20566,18.20252,SL,Closed,-0.009640000000000981
963,Folio,2017-06-08 09:50,2017-06-08 11:45:00+00:00,Buy,STO,10,1000,18.21296,18.22696,18.205959999999997,18.20252,SL,Closed,-0.010439999999999117
962,Folio,2017-06-08 09:55,2017-06-08 10:50:00+00:00,Buy,STO,15,1000,18.21678,18.22978,18.21028,18.2087,SL,Closed,-0.008079999999999643
961,Folio,2017-06-08 10:25,2017-06-08 10:55:00+00:00,Buy,STO,11,1000,18.21296,18.22496,18.20696,18.20641,SL,Closed,-0.006549999999997169
960,Folio,2017-06-08 10:30,2017-06-08 11:45:00+00:00,Buy,STO,10,1000,18.21228,18.22528,18.20578,18.20252,SL,Closed,-0.009759999999999991
959,Folio,2017-06-08 10:35,2017-06-08 10:50:00+00:00,Buy,STO,15,1000,18.2184,18.2324,18.211399999999998,18.2087,SL,Closed,-0.00969999999999871
958,Folio,2017-06-08 10:45,2017-06-08 11:45:00+00:00,Buy,STO,6,1000,18.21217,18.22617,18.20517,18.20252,SL,Closed,-0.009650000000000603
957,Folio,2017-06-08 10:50,2017-06-08 11:10:00+00:00,Buy,STO,14,1000,18.2087,18.2227,18.2017,18.22274,TP,Closed,0.014040000000001385
956,Folio,2017-06-08 10:55,2017-06-08 11:10:00+00:00,Buy,STO,14,1000,18.20641,18.219410000000003,18.199910000000003,18.22274,TP,Closed,0.016329999999999956
955,Folio,2017-06-08 11:00,2017-06-08 11:10:00+00:00,Buy,STO,9,1000,18.20628,18.21928,18.19978,18.22274,TP,Closed,0.01646000000000214
954,Folio,2017-06-08 11:05,2017-06-08 11:10:00+00:00,Buy,BBL,0,1000,18.20792,18.22192,18.20092,18.22274,TP,Closed,0.014820000000000277
953,Folio,2017-06-08 11:45,2017-06-08 12:00:00+00:00,Buy,STO,7,1000,18.20252,18.21452,18.19652,18.22108,TP,Closed,0.018560000000000798
952,Folio,2017-06-08 11:50,2017-06-08 12:00:00+00:00,Buy,STO,13,1000,18.20054,18.213540000000002,18.19404,18.22108,TP,Closed,0.020540000000000447
951,Folio,2017-06-08 13:20,2017-06-08 13:40:00+00:00,Buy,STO,11,1000,18.18828,18.20028,18.18228,18.16398,SL,Closed,-0.02430000000000021
950,Folio,2017-06-08 13:25,2017-06-08 13:40:00+00:00,Buy,BBL,0,1000,18.19054,18.20354,18.18404,18.16398,SL,Closed,-0.026559999999999917
949,Folio,2017-06-08 13:30,2017-06-08 13:35:00+00:00,Buy,BBL,0,1000,18.19376,18.20776,18.18676,18.18589,SL,Closed,-0.007870000000000488
948,Folio,2017-06-08 13:35,2017-06-08 13:40:00+00:00,Buy,STO,9,1000,18.18589,18.19989,18.17889,18.16398,SL,Closed,-0.021910000000001872
947,Folio,2017-06-08 13:40,2017-06-08 13:50:00+00:00,Buy,STO,14,1000,18.16398,18.17698,18.15748,18.19669,TP,Closed,0.03271000000000157
946,Folio,2017-06-08 13:45,2017-06-08 13:50:00+00:00,Buy,BBL,0,1000,18.17403,18.18603,18.168029999999998,18.19669,TP,Closed,0.0226600000000019
945,Folio,2017-06-08 13:50,2017-06-08 13:55:00+00:00,Buy,BBL,0,1000,18.19669,18.21069,18.18969,18.1847,SL,Closed,-0.011990000000000833
944,Folio,2017-06-08 13:55,2017-06-08 14:10:00+00:00,Buy,BBL,0,1000,18.1847,18.1977,18.1782,18.19956,TP,Closed,0.014860000000002316
943,Folio,2017-06-08 14:00,2017-06-08 14:15:00+00:00,Buy,BBL,0,1000,18.18616,18.20016,18.17916,18.2005,TP,Closed,0.014340000000000686
942,Folio,2017-06-08 15:25,2017-06-08 15:30:00+00:00,Buy,BBL,0,1000,18.18744,18.19944,18.18144,18.18096,SL,Closed,-0.006479999999999819
941,Folio,2017-06-08 15:30,2017-06-08 16:05:00+00:00,Buy,BBL,0,1000,18.18096,18.19296,18.17496,18.1998,TP,Closed,0.018840000000000856
940,Folio,2017-06-08 15:35,2017-06-08 15:50:00+00:00,Buy,BBL,0,1000,18.18596,18.197960000000002,18.17996,18.17986,SL,Closed,-0.006099999999999994
939,Folio,2017-06-08 15:40,2017-06-08 15:55:00+00:00,Buy,BBL,0,1000,18.18528,18.19728,18.17928,18.1792,SL,Closed,-0.006079999999997199
938,Folio,2017-06-08 15:45,2017-06-08 16:05:00+00:00,Buy,BBL,0,1000,18.18075,18.19375,18.17425,18.1998,TP,Closed,0.01905000000000001
937,Folio,2017-06-08 15:50,2017-06-08 16:05:00+00:00,Buy,BBL,0,1000,18.17986,18.19386,18.17286,18.1998,TP,Closed,0.019939999999998292
936,Folio,2017-06-08 15:55,2017-06-08 16:05:00+00:00,Buy,BBL,0,1000,18.1792,18.191200000000002,18.1732,18.1998,TP,Closed,0.020599999999998175
935,Folio,2017-06-08 17:35,2017-06-08 17:50:00+00:00,Buy,BBL,0,1000,18.17327,18.18627,18.16677,18.16598,SL,Closed,-0.007289999999997576
934,Folio,2017-06-08 17:45,2017-06-08 17:50:00+00:00,Buy,STO,13,1000,18.17374,18.18674,18.16724,18.16598,SL,Closed,-0.007759999999997547
933,Folio,2017-06-08 17:50,2017-06-08 18:00:00+00:00,Buy,STO,15,1000,18.16598,18.17998,18.15898,18.1874,TP,Closed,0.021419999999999106
932,Folio,2017-06-08 17:55,2017-06-08 18:00:00+00:00,Buy,BBL,0,1000,18.17165,18.18565,18.164649999999998,18.1874,TP,Closed,0.015750000000000597
931,Folio,2017-06-09 06:45,2017-06-09 07:15:00+00:00,Sell,RSI,65,1000,18.21581,18.201810000000002,18.222810000000003,18.198,TP,Closed,0.01781000000000077
930,Folio,2017-06-09 09:00,2017-06-09 10:00:00+00:00,Sell,STO,93,1000,18.23463,18.221629999999998,18.24113,18.218,TP,Closed,0.016629999999999256
929,Folio,2017-06-09 09:05,2017-06-09 10:00:00+00:00,Sell,BBH,0,1000,18.23326,18.22026,18.23976,18.218,TP,Closed,0.015260000000001384
928,Folio,2017-06-09 09:30,2017-06-09 10:00:00+00:00,Sell,STO,89,1000,18.23319,18.21919,18.240190000000002,18.218,TP,Closed,0.015190000000000481
927,Folio,2017-06-09 09:35,2017-06-09 10:00:00+00:00,Sell,STO,89,1000,18.23584,18.22184,18.24284,18.218,TP,Closed,0.017839999999999634
926,Folio,2017-06-09 09:40,2017-06-09 10:00:00+00:00,Sell,STO,85,1000,18.23643,18.22243,18.24343,18.218,TP,Closed,0.018429999999998614
925,Folio,2017-06-09 14:55,2017-06-09 15:35:00+00:00,Buy,STO,6,1000,18.17696,18.189960000000003,18.170460000000002,18.191270000000006,TP,Closed,0.014310000000005374
924,Folio,2017-06-09 15:15,2017-06-09 16:45:00+00:00,Buy,STO,14,1000,18.1811,18.1931,18.1751,18.16818,SL,Closed,-0.012920000000001153
923,Folio,2017-06-09 15:25,2017-06-09 16:45:00+00:00,Buy,STO,7,1000,18.17796,18.191959999999998,18.170959999999997,18.16818,SL,Closed,-0.009779999999999234
922,Folio,2017-06-09 16:25,2017-06-09 16:45:00+00:00,Buy,STO,14,1000,18.1818,18.1948,18.1753,18.16818,SL,Closed,-0.013619999999999521
921,Folio,2017-06-09 16:40,2017-06-09 16:45:00+00:00,Buy,STO,15,1000,18.17706,18.190060000000003,18.170560000000002,18.16818,SL,Closed,-0.008880000000001331
920,Folio,2017-06-09 16:45,2017-06-09 16:55:00+00:00,Buy,STO,15,1000,18.16818,18.18018,18.16218,18.13822,SL,Closed,-0.0299599999999991
919,Folio,2017-06-09 16:50,2017-06-09 16:55:00+00:00,Buy,STO,8,1000,18.16442,18.17742,18.15792,18.13822,SL,Closed,-0.026199999999999335
918,Folio,2017-06-09 16:55,2017-06-09 17:40:00+00:00,Buy,STO,9,1000,18.13822,18.15222,18.13122,18.16142,TP,Closed,0.02319999999999922
917,Folio,2017-06-09 17:00,2017-06-09 17:40:00+00:00,Buy,STO,14,1000,18.13278,18.145780000000002,18.12628,18.16142,TP,Closed,0.028639999999999333
916,Folio,2017-06-09 17:05,2017-06-09 17:40:00+00:00,Buy,RSI,35,1000,18.13799,18.15099,18.13149,18.16142,TP,Closed,0.023430000000001172
915,Folio,2017-06-09 17:10,2017-06-09 17:20:00+00:00,Buy,BBL,0,1000,18.14246,18.15546,18.13596,18.13472,SL,Closed,-0.007739999999998304
914,Folio,2017-06-09 17:15,2017-06-09 17:20:00+00:00,Buy,RSI,34,1000,18.14222,18.15522,18.13572,18.13472,SL,Closed,-0.0074999999999967315
913,Folio,2017-06-09 17:20,2017-06-09 17:40:00+00:00,Buy,BBL,0,1000,18.13472,18.146720000000002,18.12872,18.16142,TP,Closed,0.02669999999999817
912,Folio,2017-06-09 17:25,2017-06-09 17:40:00+00:00,Buy,RSI,35,1000,18.1355,18.148500000000002,18.129,18.16142,TP,Closed,0.025919999999999277
911,Folio,2017-06-09 17:30,2017-06-09 17:40:00+00:00,Buy,BBL,0,1000,18.13874,18.15174,18.13224,18.16142,TP,Closed,0.022680000000001144
